"long","lat","order","piece","id","group"
127.110681949113,37.5323890832896,14,"1","4573","4573.1"
127.110697052327,37.5323240811915,15,"1","4573","4573.1"
127.110600778104,37.5316062702133,16,"1","4573","4573.1"
127.110550690362,37.5311530163987,17,"1","4573","4573.1"
127.110466672999,37.5305676503768,18,"1","4573","4573.1"
127.110443922849,37.5304812498099,19,"1","4573","4573.1"
127.110402811241,37.5303841967733,20,"1","4573","4573.1"
127.110335586019,37.5302617091106,21,"1","4573","4573.1"
127.11026290371,37.5301539019811,22,"1","4573","4573.1"
127.110175630801,37.530034999016,23,"1","4573","4573.1"
127.110110002774,37.5299633797063,24,"1","4573","4573.1"
127.109888858584,37.529762456772,25,"1","4573","4573.1"
127.109487939917,37.5293998042576,26,"1","4573","4573.1"
127.109289796787,37.5292180683592,27,"1","4573","4573.1"
127.108957625894,37.5288487581637,28,"1","4573","4573.1"
127.108778782215,37.5286761989475,29,"1","4573","4573.1"
127.166591674766,37.5534694573496,1,"1","4574","4574.1"
127.165376604347,37.5534179495788,2,"1","4574","4574.1"
127.16529217959,37.5533579108389,3,"1","4574","4574.1"
127.165300678184,37.5531651150781,4,"1","4574","4574.1"
126.854587228818,37.4845808139535,1,"1","4575","4575.1"
126.854701025432,37.4848038188412,2,"1","4575","4575.1"
126.854807917052,37.4849942556804,3,"1","4575","4575.1"
127.017344208868,37.5267925428416,1,"1","4576","4576.1"
127.017453934252,37.5268837556808,2,"1","4576","4576.1"
127.018320079408,37.5275908188613,3,"1","4576","4576.1"
127.056032020761,37.6707441422284,1,"1","4577","4577.1"
127.056033635944,37.6707168792806,2,"1","4577","4577.1"
127.056027533144,37.6707030369157,3,"1","4577","4577.1"
127.056016976003,37.6706909230477,4,"1","4577","4577.1"
127.055961574167,37.6706451115827,5,"1","4577","4577.1"
127.055920970676,37.6706161812918,6,"1","4577","4577.1"
127.055910595198,37.6706110596527,7,"1","4577","4577.1"
127.055904051731,37.6706093419476,8,"1","4577","4577.1"
126.950964403285,37.5310314109709,1,"1","4578","4578.1"
126.950825235896,37.5309421181843,2,"1","4578","4578.1"
126.950702856152,37.5308645552551,3,"1","4578","4578.1"
126.895451908179,37.5602289354171,1,"1","4579","4579.1"
126.894908875944,37.55999074098,2,"1","4579","4579.1"
126.89451133513,37.5598057504351,3,"1","4579","4579.1"
127.093146520895,37.6163912437609,1,"1","4580","4580.1"
127.093167220591,37.6163693371752,2,"1","4580","4580.1"
127.093177141912,37.6163457326695,3,"1","4580","4580.1"
127.093183515407,37.616325932296,4,"1","4580","4580.1"
127.093189960848,37.6162998654465,5,"1","4580","4580.1"
127.093190184779,37.6162814095595,6,"1","4580","4580.1"
127.093188205371,37.6162720098454,7,"1","4580","4580.1"
127.093182140344,37.616260598348,8,"1","4580","4580.1"
127.092955708139,37.6159318349863,9,"1","4580","4580.1"
126.915896894126,37.6007161126585,1,"1","4581","4581.1"
126.915909833572,37.6005936079087,2,"1","4581","4581.1"
126.915917127074,37.6005194812891,3,"1","4581","4581.1"
126.915917950853,37.6004816549045,4,"1","4581","4581.1"
126.916033495749,37.600487138071,5,"1","4581","4581.1"
126.913284150443,37.5880672802808,1,"1","4582","4582.1"
126.913305198176,37.5881638108113,2,"1","4582","4582.1"
126.913319287855,37.588250811226,3,"1","4582","4582.1"
126.913370230852,37.588565344615,4,"1","4582","4582.1"
126.913392671635,37.588703904062,5,"1","4582","4582.1"
126.869895451814,37.5332054914404,1,"1","4583","4583.1"
126.869945184323,37.5333865546459,2,"1","4583","4583.1"
126.869968585582,37.5335083192536,3,"1","4583","4583.1"
126.869972224239,37.5336017687067,4,"1","4583","4583.1"
126.869959250619,37.5338676631622,5,"1","4583","4583.1"
126.869941152662,37.5341499558558,6,"1","4583","4583.1"
126.869925864187,37.5343774141864,7,"1","4583","4583.1"
126.869926920891,37.5344703771063,8,"1","4583","4583.1"
126.869935393404,37.5345478986666,9,"1","4583","4583.1"
126.869949619779,37.5346310346945,10,"1","4583","4583.1"
126.869987356232,37.5347845453705,11,"1","4583","4583.1"
126.87004552618,37.5349462794473,12,"1","4583","4583.1"
126.870089655014,37.5350522591545,13,"1","4583","4583.1"
126.870243896838,37.5352980834398,14,"1","4583","4583.1"
126.870397878759,37.5354900859987,15,"1","4583","4583.1"
126.870589400181,37.5356686418943,16,"1","4583","4583.1"
126.870762344307,37.5358180309774,17,"1","4583","4583.1"
126.871051536599,37.5360641052743,18,"1","4583","4583.1"
126.871475569642,37.5364147653292,19,"1","4583","4583.1"
126.877926163861,37.4750289256444,1,"1","4584","4584.1"
126.878238966955,37.4746306896546,2,"1","4584","4584.1"
126.8787110166,37.4739993817661,3,"1","4584","4584.1"
127.031051572972,37.5342866797865,1,"1","4585","4585.1"
127.031102548344,37.5342747134073,2,"1","4585","4585.1"
127.031843683239,37.5340754892924,3,"1","4585","4585.1"
127.032243820396,37.5339179388619,4,"1","4585","4585.1"
127.032410470167,37.5338759962802,5,"1","4585","4585.1"
126.870177027748,37.5186632597017,1,"1","4586","4586.1"
126.870286037271,37.5188971832584,2,"1","4586","4586.1"
126.870335774277,37.5190173686567,3,"1","4586","4586.1"
126.87038510299,37.5191619589573,4,"1","4586","4586.1"
126.870472750917,37.5195538511294,5,"1","4586","4586.1"
126.870517244875,37.5197343216817,6,"1","4586","4586.1"
127.067660658613,37.5489160225565,1,"1","4587","4587.1"
127.067432530287,37.5485067959519,2,"1","4587","4587.1"
127.067331516636,37.5484545147641,3,"1","4587","4587.1"
127.066512056187,37.5483850493306,4,"1","4587","4587.1"
127.058450379581,37.5485896441968,1,"1","4588","4588.1"
127.059325937942,37.5484016589095,2,"1","4588","4588.1"
127.059856274448,37.5482850797927,3,"1","4588","4588.1"
127.145315166662,37.4992739968975,1,"1","4589","4589.1"
127.145567812305,37.4993671639635,2,"1","4589","4589.1"
127.145697939708,37.4994383623905,3,"1","4589","4589.1"
127.029322668606,37.4663201832299,1,"1","4590","4590.1"
127.02917754141,37.4666868862908,2,"1","4590","4590.1"
127.028970369987,37.4671986221188,3,"1","4590","4590.1"
127.109708870068,37.5286691320748,1,"1","4591","4591.1"
127.109387078251,37.5289231779623,2,"1","4591","4591.1"
127.109277444598,37.5290181769474,3,"1","4591","4591.1"
127.109170985553,37.5291090498428,4,"1","4591","4591.1"
127.109078323006,37.5292034220004,5,"1","4591","4591.1"
127.108462351257,37.5298028498217,6,"1","4591","4591.1"
127.108341763861,37.529924699865,7,"1","4591","4591.1"
127.108274420828,37.5300004884318,8,"1","4591","4591.1"
127.108190920575,37.5300941681114,9,"1","4591","4591.1"
127.107851487656,37.5305175257632,10,"1","4591","4591.1"
127.107727694178,37.5304636689632,11,"1","4591","4591.1"
127.107513149213,37.5306751733206,12,"1","4591","4591.1"
127.107197435913,37.5309867407456,13,"1","4591","4591.1"
127.106891063872,37.5312816446323,14,"1","4591","4591.1"
127.106599511758,37.5315656568296,15,"1","4591","4591.1"
127.10627528098,37.5318806030075,16,"1","4591","4591.1"
127.106343140224,37.5319325937143,17,"1","4591","4591.1"
127.10592044897,37.5322545483088,18,"1","4591","4591.1"
127.105713236177,37.5324276893864,19,"1","4591","4591.1"
127.105670364596,37.5324666848896,20,"1","4591","4591.1"
127.105545473045,37.5325895754486,21,"1","4591","4591.1"
127.105139210606,37.5329853886648,22,"1","4591","4591.1"
127.104858709362,37.5332595532858,23,"1","4591","4591.1"
127.104237588994,37.533862069379,24,"1","4591","4591.1"
127.10306874103,37.5349972638127,25,"1","4591","4591.1"
127.102350420136,37.5356957537561,26,"1","4591","4591.1"
127.10153420444,37.5364906663112,27,"1","4591","4591.1"
127.10144349702,37.5365823153217,28,"1","4591","4591.1"
127.101405923345,37.536626290371,29,"1","4591","4591.1"
127.101340843905,37.5367151209061,30,"1","4591","4591.1"
127.101206730706,37.5368787786328,31,"1","4591","4591.1"
127.101009703635,37.5371224427466,32,"1","4591","4591.1"
127.100924539636,37.5370842467406,33,"1","4591","4591.1"
127.100716137939,37.5372877822055,34,"1","4591","4591.1"
127.100453528707,37.5375444586099,35,"1","4591","4591.1"
127.100373846076,37.5376306163599,36,"1","4591","4591.1"
127.100298483788,37.5377169629675,37,"1","4591","4591.1"
127.100250189295,37.5377774405765,38,"1","4591","4591.1"
127.099938978901,37.5381679648797,39,"1","4591","4591.1"
127.099696759998,37.5384400799458,40,"1","4591","4591.1"
127.099510213626,37.5386434220563,41,"1","4591","4591.1"
127.099435702995,37.5386237296015,42,"1","4591","4591.1"
127.099273739591,37.5387745126337,43,"1","4591","4591.1"
127.099141422339,37.5389061482002,44,"1","4591","4591.1"
127.098671070613,37.5392862385691,45,"1","4591","4591.1"
127.098662697026,37.5394143191156,46,"1","4591","4591.1"
126.871178170137,37.5115363267402,1,"1","4592","4592.1"
126.871128306326,37.5116173250796,2,"1","4592","4592.1"
126.870753208994,37.5123271482793,3,"1","4592","4592.1"
126.870364941989,37.5130997540505,4,"1","4592","4592.1"
126.869924286777,37.5139794888624,5,"1","4592","4592.1"
126.946645532365,37.4846450381381,1,"1","4593","4593.1"
126.946574685573,37.4841597819484,2,"1","4593","4593.1"
126.946514554203,37.4837739602002,3,"1","4593","4593.1"
126.937813661971,37.4706004093815,1,"1","4594","4594.1"
126.938691918297,37.4705027978659,2,"1","4594","4594.1"
126.938867485746,37.4704814947253,3,"1","4594","4594.1"
126.939889940269,37.4704198282125,1,"1","4595","4595.1"
126.9407859654,37.4705125303291,2,"1","4595","4595.1"
126.941349608298,37.4705649302274,3,"1","4595","4595.1"
126.953241476813,37.4726777623689,1,"1","4596","4596.1"
126.953273531348,37.4729050048621,2,"1","4596","4596.1"
126.9532831469,37.4730592295998,3,"1","4596","4596.1"
126.953289741628,37.4732981282061,4,"1","4596","4596.1"
126.953280473215,37.4734854488944,5,"1","4596","4596.1"
126.953268319777,37.4736061963689,6,"1","4596","4596.1"
126.953268319777,37.4736061963689,1,"1","4597","4597.1"
126.953209561672,37.4739922816186,2,"1","4597","4597.1"
126.953116071749,37.4744757085871,3,"1","4597","4597.1"
126.953097479165,37.4745694539172,1,"1","4598","4598.1"
126.952966838249,37.4752140519869,2,"1","4598","4598.1"
126.95287366219,37.4756760301248,3,"1","4598","4598.1"
126.952766445016,37.4804943970988,1,"1","4599","4599.1"
126.95281297414,37.4807669168598,2,"1","4599","4599.1"
126.953191348602,37.480941888957,3,"1","4599","4599.1"
126.953334965836,37.4808927437052,4,"1","4599","4599.1"
126.954230553897,37.4805480758331,1,"1","4600","4600.1"
126.954534665043,37.4804295236037,2,"1","4600","4600.1"
126.954896327404,37.4802887734082,3,"1","4600","4600.1"
126.955420540426,37.4800785856582,4,"1","4600","4600.1"
126.981856953735,37.4801450761344,1,"1","4601","4601.1"
126.982095864932,37.4801396433299,2,"1","4601","4601.1"
127.032890046239,37.6017236357372,1,"1","4602","4602.1"
127.033358069619,37.6010542937207,2,"1","4602","4602.1"
127.033499784787,37.6008280413811,3,"1","4602","4602.1"
127.04423206206,37.5716951332239,1,"1","4603","4603.1"
127.046001205691,37.5709023448674,2,"1","4603","4603.1"
127.047935665399,37.5700513146165,3,"1","4603","4603.1"
127.048303615819,37.5698281226698,4,"1","4603","4603.1"
126.906270970929,37.4891375888287,1,"1","4604","4604.1"
126.90615683527,37.4889975805739,2,"1","4604","4604.1"
127.107006112342,37.5048237950821,1,"1","4605","4605.1"
127.107727515213,37.5052064826931,2,"1","4605","4605.1"
126.989625603339,37.4938758999529,1,"1","4606","4606.1"
126.98964682644,37.4938434308297,2,"1","4606","4606.1"
126.953334965836,37.4808927437052,1,"1","4607","4607.1"
126.953378171066,37.4808760100199,2,"1","4607","4607.1"
127.14259602059,37.5450416946186,1,"1","4608","4608.1"
127.142291921135,37.544219509223,2,"1","4608","4608.1"
127.139017912247,37.5356924028821,1,"1","4609","4609.1"
127.138830221937,37.5351983720073,2,"1","4609","4609.1"
127.129030630659,37.537130193104,1,"1","4610","4610.1"
127.128686824338,37.5372407791387,2,"1","4610","4610.1"
126.922152197866,37.6044027098172,1,"1","4611","4611.1"
126.922520399197,37.6050950367066,2,"1","4611","4611.1"
126.92254114206,37.6051385953699,3,"1","4611","4611.1"
127.122329484418,37.4808468593951,1,"1","4612","4612.1"
127.122443513058,37.4806094788444,2,"1","4612","4612.1"
126.91649353315,37.4968445683222,1,"1","4613","4613.1"
126.916460843693,37.4969332091003,2,"1","4613","4613.1"
127.046943098046,37.494235493873,1,"1","4614","4614.1"
127.04715187386,37.4937653975551,2,"1","4614","4614.1"
127.047423271267,37.4931758622763,3,"1","4614","4614.1"
127.047967227106,37.492258550192,4,"1","4614","4614.1"
127.049142809193,37.4902222368668,5,"1","4614","4614.1"
127.049410442038,37.4896309083398,6,"1","4614","4614.1"
127.049847663639,37.4888329983443,7,"1","4614","4614.1"
127.086386046379,37.5046843848765,1,"1","4615","4615.1"
127.087543883943,37.5043460752112,2,"1","4615","4615.1"
126.92459092723,37.5111806169919,1,"1","4616","4616.1"
126.924319973188,37.5104858178663,2,"1","4616","4616.1"
127.09723216883,37.5417239705848,1,"1","4617","4617.1"
127.096967524432,37.5416741697272,2,"1","4617","4617.1"
127.096722016708,37.541643010017,3,"1","4617","4617.1"
127.095970456871,37.5416727182214,4,"1","4617","4617.1"
127.095857064052,37.5417198948573,5,"1","4617","4617.1"
127.095652274033,37.5417923847108,6,"1","4617","4617.1"
127.095444374159,37.5418594597463,7,"1","4617","4617.1"
127.095346867864,37.5419029662489,8,"1","4617","4617.1"
127.095228794973,37.5419739353489,9,"1","4617","4617.1"
127.095153774427,37.542032302249,10,"1","4617","4617.1"
127.095015504562,37.5421561002239,11,"1","4617","4617.1"
127.094649520959,37.5425055452947,12,"1","4617","4617.1"
127.109298951885,37.4898250773655,1,"1","4618","4618.1"
127.111434032355,37.4905033658377,2,"1","4618","4618.1"
127.123167722712,37.5529819744386,1,"1","4619","4619.1"
127.123404535791,37.5538029043806,2,"1","4619","4619.1"
127.123515941108,37.5540754781009,3,"1","4619","4619.1"
127.090699236281,37.5499375094086,1,"1","4620","4620.1"
127.090804471349,37.5498411524473,2,"1","4620","4620.1"
126.894112653076,37.5678249583552,1,"1","4621","4621.1"
126.893703394096,37.5672635583666,2,"1","4621","4621.1"
126.991629615714,37.5252938874031,1,"1","4622","4622.1"
126.991528576882,37.5253206746095,2,"1","4622","4622.1"
127.081547320552,37.5624757728387,1,"1","4623","4623.1"
127.081601717845,37.5624566037893,2,"1","4623","4623.1"
127.080970966637,37.5626622130907,1,"1","4624","4624.1"
127.081007980934,37.5626494292278,2,"1","4624","4624.1"
127.081698377878,37.5626428569823,1,"1","4625","4625.1"
127.081651477334,37.5626595492988,2,"1","4625","4625.1"
127.083198683573,37.5368516883548,1,"1","4626","4626.1"
127.083321250375,37.5363795541732,2,"1","4626","4626.1"
126.986602936976,37.5347279186586,1,"1","4627","4627.1"
126.986522058246,37.5345753495728,2,"1","4627","4627.1"
126.875531814242,37.5260380692016,1,"1","4628","4628.1"
126.875497533884,37.525905403012,2,"1","4628","4628.1"
126.885531317616,37.5229701741343,1,"1","4629","4629.1"
126.885488427149,37.5227987939293,2,"1","4629","4629.1"
126.879575426065,37.4728433086718,1,"1","4630","4630.1"
126.880343591883,37.471914562607,2,"1","4630","4630.1"
127.12292208009,37.529388325311,1,"1","4631","4631.1"
127.122884567569,37.5293348228439,2,"1","4631","4631.1"
127.156440397307,37.5556004207229,1,"1","4632","4632.1"
127.156752095133,37.5556059920229,2,"1","4632","4632.1"
126.926586595695,37.5173189594025,1,"1","4633","4633.1"
126.926437808258,37.5173704347978,2,"1","4633","4633.1"
127.114634990213,37.5201761442137,1,"1","4634","4634.1"
127.114227120685,37.5203385356949,2,"1","4634","4634.1"
127.124348739403,37.5053212406827,1,"1","4635","4635.1"
127.12450456943,37.5053379599789,2,"1","4635","4635.1"
127.090450675358,37.5169638638912,1,"1","4636","4636.1"
127.090424470913,37.5170440195659,2,"1","4636","4636.1"
127.143953888062,37.5519570602702,1,"1","4637","4637.1"
127.143949736791,37.5518995333368,2,"1","4637","4637.1"
126.934359521575,37.4863479988611,1,"1","4638","4638.1"
126.934423420205,37.4863560136192,2,"1","4638","4638.1"
126.934475374039,37.4863559578612,3,"1","4638","4638.1"
126.934528157049,37.4863520224279,4,"1","4638","4638.1"
